display_title,summary_short,critics_pick,classif,pos,p_neg
Badmaash Company,Parmeet Sethis Badmaash Company considers corruption and redemption in modern India,0,pos,0.9916670301753423,0.008332969824658523
Badrinath Ki Dulhania,This Bollywood romcom directed by Shashank Khaitan describes the growing pains of a gentleman whose fiance teaches him to acknowledge her equality,0,pos,0.5627813787381062,0.43721862126189287
Baggage Claim,A woman goes searching for a husband in Baggage Claim a comedy directed by David E Talbert and based on his novel,0,pos,0.8366802617927441,0.1633197382072566
Bajirao Mastani,A Hindu man falls for a Muslim woman in 18thcentury India in this film from Sanjay Leela Bhansali,0,pos,0.9515249724698289,0.04847502753016912
Bal,With Bal Honey the Turkish director Semih Kaplanoglu enables the lush mountain forests of Rize Province near the Black Sea to express what its young protagonist cannot,0,pos,0.9975566070542787,0.0024433929457255647
Band Aid,Zoe ListerJones wrote directed and stars in this comedy about an outofsync couple turning their squabbles into songs,0,pos,0.9299251949304889,0.07007480506951197
Bang Bang,In the action film Bang Bang the hero covers several continents in pursuit of a diamond from the Tower of London among other prizes,0,pos,0.837027413665952,0.16297258633404915
Bang Gang: A Modern Love Story,This film about middleclass teenagers having group sex during a long hot summer in Biarritz France is remarkable for its shrugging attitude,0,pos,0.9376705901359281,0.062329409864070665
Barbecue,This French comedy concerns a man who has had a heart attack and yet continues with his philandering ways,0,pos,0.9026530040022139,0.09734699599778585
Bare,Dianna Agron of Glee stars as someone who flees a staid existence after meeting a drugdealing drifter,0,neg,0.20344635776462994,0.7965536422353698
Barney's Version,Barneys Version stars Paul Giamatti in an adaptation of a book by Mordecai Richler,0,neg,0.41990697170113733,0.5800930282988627
Batkid Begins: The Wish Heard Around the World,Dana Nachman documents the overwhelming response to a 5yearold cancer patient8217s wish to become Batman,0,neg,0.06639758017661117,0.9336024198233874
Batman v Superman: Dawn of Justice,The film pitting Ben Affleck against Henry Cavill largely serves as an extended trailer for a slate of coming DC Comics movies like Wonder Woman,0,neg,0.07977913288821169,0.9202208671117889
Battle of the Sexes,Emma Stone plays Billie Jean King and Steve Carell plays Bobby Riggs in a movie about the 1973 tennis match that became a referendum on equality,0,pos,0.934463901986219,0.06553609801378323
Battle of the Year 3D,A bawdy college kegger has a possible extraterrestrial mystery in 1 The 3D Battle of the Year has a dance team preparing for competition,0,neg,0.3129625246877048,0.6870374753122958
Battle: Los Angeles,Battle Los Angeles follows Marines fending off an attack on the title city,0,pos,0.7690952063361761,0.23090479366382227
Battleship,Battleship a movie loosely based on the Hasbro game is a cacophonous specialeffects extravaganza,0,pos,0.792939301231855,0.20706069876814331
Baywatch,Dwayne Johnson and his lifeguard squad try to save the Bay while providing the sort of sleazy wholesome entertainment this 90s series was known for,0,neg,0.40400926335474246,0.5959907366452556
Bazodee,This romance finds an Indian family from London visiting another in Trinidad and Tobago for a party celebrating their childrens engagement,0,pos,0.9928262728123628,0.007173727187635573
Be Somebody,Matthew Espinosa plays a pop star who has had enough with his tour handlers and sees how the other folks live,0,pos,0.9034064346661197,0.09659356533388247
Bears,Disneys Bears is the chronicle of a year in the hungry life of one bear and her two cubs in the Alaskan wilderness,0,pos,0.9643442139487085,0.035655786051293506
Beastly,Teenage love breaks out in Beastly a fairy tale remade,0,neg,0.4547863964096996,0.545213603590301
Beasts of No Nation,In this film written and directed by Cary Joji Fukunaga the line between innocence and evil is thinner than the blade of a machete,0,pos,0.6321680127358958,0.36783198726410476
Beatriz at Dinner,Class polarization makes for an uncomfortable dinner party in this film written by Mike White and directed by Miguel Arteta,0,pos,0.9928487500613432,0.007151249938656485
Beautiful Creatures,Beautiful Creatures has sweet young things and supernatural shenanigans,0,pos,0.7287691586301779,0.271230841369823
Beautiful Islands,Beautiful Islands captures the effects of global warming on the inhabitants of imperiled islands,0,pos,0.9485106067529847,0.05148939324701567
Beautiful Something,Joseph Grahams movie is a bleak agonized study of gay men looking for some kind of connection,0,pos,0.9357135819886478,0.06428641801135036
Beetle Queen Conquers Tokyo,Beetle Queen Conquers Tokyo says less about Japan than it does about Americas continuing fascination with modern Japanese culture,0,pos,0.9999303052914841,6.969470851729034e-05
Before I Fall,Zoey Deutch relives a day repeatedly until she gets it right in this film based on a youngadult novel,0,neg,0.4717482823246895,0.5282517176753101
Before I Go To Sleep,In 8220Before I Go to Sleep8221 Nicole Kidman plays an amnesiac who awakens each day not knowing who she is nor the man lying beside her Colin Firth,0,pos,0.9304452750954408,0.06955472490456023
Before the Flood,A new documentary chronicles environmental degradation that leads to global warming and suggests steps to reduce it,0,pos,0.9254729784839025,0.0745270215160959
Before You Know It,P J Ravals documentary Before You Know It follows three gay men  in New York Florida and Texas  as they deal with the common issues of aging,0,pos,0.9717860840737585,0.028213915926242908
Begin Again,Begin Again starring Keira Knightley Mark Ruffalo and Adam Levine is the director John Carneys followup to Once,0,neg,0.06598266001261571,0.9340173399873846
Behind the Blue Veil,Behind the Blue Veil chronicles the Tuareg people of Mali and the threats to their culture,0,pos,0.8141467199984889,0.18585328000150972
Beijing Taxi,The filmmaker Miao Wang follows three cabbies in Beijing Taxi her documentary about workingclass Chinese life,0,pos,0.9952173999272638,0.004782600072737452
Being Charlie,The directors son Nick Reiner wrote the screenplay with Matt Elisofon and it centers on a rebellious teenager whose father is a wellknown entertainment figure,0,pos,0.9718014646399573,0.028198535360043447
"Ben-Gurion, Epilogue",Issues of sovereignty in the Middle East are revisited in a pair of documentaries,0,pos,0.8626137059400496,0.1373862940599504
Ben-Hur,Timur Bekmambetovs adaptation of the swordandsandals spectacle offers a riproaring chariot race but is largely devoid of pious posturing,0,pos,0.5988082224024639,0.40119177759753805
Bending the Arc,This feelgood documentary dives into global health care with the same optimism as its subjects two founders of Partners in Health,0,pos,0.989994607267189,0.01000539273281073
Berlin '36,Berlin 36 loosely recounts how the Nazis plotted to keep a Jew off the German Olympic team in 1936,0,pos,0.926817236268746,0.07318276373125618
Berlin Syndrome,Teresa Palmer has a breakthrough role as a young woman on holiday in Berlin whose instant romance with a stranger results in her abduction,0,pos,0.9455717692008119,0.05442823079919101
Beside Still Waters,In Chris Lowell8217s 8220Beside Still Waters8221 a weekend reunion of old high school friends turns into whiskeylubricated nostalgia,0,pos,0.5774212432297184,0.42257875677028395
Best of Enemies,This documentary from Robert Gordon and Morgan Neville mines the BuckleyVidal skirmishes around the 1968 political conventions for nuggets of historical insight,0,pos,0.9940032533005696,0.005996746699425899
Better Living Through Chemistry,A rather dull married pharmacist Sam Rockwell and a gorgeous equally married customer Olivia Wilde make for an explosive compound in Better Living Through Chemistry,0,pos,0.946364888204134,0.05363511179586997
Better Than Something: Jay Reatard,With candid interviews and raw performance footage Better Than Something traces the volatile short life of the garage rocker known as Jay Reatard,0,pos,0.9948532186188648,0.0051467813811375005
Bettie Page Reveals All,Bettie Page Reveals All a documentary from Mark Mori uses a Page voiceover stitched together from audio interviews in presenting the legendary pinup girls notallhappy story,0,neg,0.21340060123273014,0.7865993987672728
Betting on Zero,A documentary looks at a hedge fund managers 1 billion bet against that nutritional company and his efforts to expose what he characterized as consumer fraud,0,pos,0.992550188929747,0.007449811070256537
Between Two Worlds,The Sri Lankan filmmaker Vimukthi Jayasundaras vivid and oblique Between Two Worlds drops a man from the sky and trusts we will follow him,0,pos,0.987864813159546,0.012135186840452132
Beware the Gonzo,Beware the Gonzo the feature directorial debut of Bryan Goluboff follows a student uprising against a high schools vile clique of alpha teenagers and its smug principal,0,neg,0.1175419687130353,0.8824580312869614
Beyond Skyline,Liam ODonnells genrehopping film takes its characters from Los Angeles to Laos but risks losing its audience along the way,0,pos,0.946247295288103,0.05375270471189827
Beyond the Gates,In this horror movie two brothers play an oldschool board game with a videotape and run into Barbara Crampton of ReAnimator,0,pos,0.5593273053327599,0.4406726946672407
Bhaag Milkha Bhaag,This Bollywood biopic trails Milkha Singh from his military training through noteworthy competitions in the 1950s at home and abroad,0,pos,0.9445250493679339,0.055474950632070176
Bhutto,A new documentary by Duane Baughman and Johnny OHara looks at the life and death of Benazir Bhutto,0,pos,0.9174223682998748,0.08257763170012496
Big Eyes,Tim Burton8217s 8220Big Eyes8221 tells the story of the artist Margaret Keane whose husband Walter Keane took credit for her work in the 1960s,0,pos,0.9899204183883781,0.010079581611623164
Big Miracle,Unlikely allies find themselves working together to save three whales trapped in ice in Alaska in Big Miracle,0,pos,0.6872110354589772,0.3127889645410243
"Big Mommas: Like Father, Like Son",Martin Lawrence plays Big Momma his FBIagentindrag character for the third time in Big Mommas Like Father Like Son,0,pos,0.907001001295684,0.09299899870431808
Big Significant Things,In this film Harry Lloyd plays a character who runs from commitment in search of highway novelties,0,neg,0.3891826246402891,0.6108173753597128
Billy & Buddy,Billy  Buddy based on a comic strip by Jean Roba features a cocker spaniel and French comedic noises,0,neg,0.19426250449812063,0.8057374955018811
Billy Lynn’s Long Halftime Walk,Billy Lynns Long Halftime Walk is Mr Lees film about innocence adapted from a novel about the gulf that separates modern soldiers from everyone else,0,pos,0.9937083314270173,0.006291668572980335
Birdboy: The Forgotten Children,The movie has talking animals but its not necessarily for kids,0,neg,0.407027981964971,0.5929720180350295
Birth of the Dragon,The film focuses on an early chapter in the martialarts superstars life when he battled a Shaolin monk in the Bay Area,0,pos,0.9944494796811182,0.0055505203188820325
Birth Story: Ina May Gaskin and The Farm Midwives,Birth Story Ina May Gaskin  the Farm Midwives a documentary puts a halo over the natural childbirth experience,0,pos,0.9749668904952025,0.02503310950479855
Bitter Harvest,Prettily filmed yet parochial this film follows two lovers through a mass starvation in the early 1930s,0,pos,0.8519010364390021,0.14809896356099903
Bitter Honey,Bitter Honey a documentary by the UCLA anthropologist Robert Lemelson examines an island that remains mired in ancient patriarchy and domestic violence,0,pos,0.5472684925122514,0.4527315074877461
Biutiful,Javier Bardem plays an underworld figure stressed by work and family in Alejandro Gonzlez Irritus Biutiful,0,pos,0.9917650616819972,0.00823493831800256
Black Mass,Scott Coopers film conjures a highly familiar gangster world of gamy characters whackings and splattered brains,0,neg,0.4296939841901989,0.5703060158098019
Black Nativity,The musical Black Nativity set mostly in contemporary Harlem is directed by Kasi Lemmons,0,pos,0.9740894298838861,0.02591057011611256
Black November,8220Black November8221 a bloodforoil drama directed by Jeta Amata follows a Nigerian activist who mobilized opposition after a deadly explosion,0,pos,0.9125301664008931,0.08746983359910668
Black or White,In 8220Black or White8221 Kevin Costner and Octavia Spencer battle each other for custody of their biracial granddaughter,0,pos,0.8368581891302163,0.16314181086978385
Black Rock,In Black Rock three young women decide to reconnect on an isolated island in Maine only to find themselves running for their lives,0,pos,0.6706245875361586,0.32937541246384333
Black Sea,In 8220Black Sea8221 Jude Law stars as a sailor who seizes on a chance to explore for undersea gold with a rough and greedy crew,0,pos,0.9398546419123684,0.060145358087626714
Blade of the Immortal,A brokenhearted girl and an undying samurai team up in Takashi Miikes film,0,neg,0.24762359661698088,0.7523764033830196
Blade Runner 2049,The director Denis Villeneuve tries to both honor Ridley Scotts 1982 dystopian classic and to slip free of its considerable shadow,0,pos,0.9854483129020122,0.014551687097986585
Blair Witch,This followup to the 1999 hit The Blair Witch Project offers more gore more gadgets and 89 minutes of screaming flashlight waving and falling trees,0,neg,0.0626506154940411,0.9373493845059545
Blended,In Blended the third pairing of Adam Sandler and Drew Barrymore Mr Sandler once again proclaims himself both berdoofus and ultimate mensch,0,pos,0.9239823531746773,0.07601764682532143
Blind,Alec Baldwin and Demi Moore star in a clumsy tale about a cranky blind writer and a married woman who finds him affairworthy,0,neg,0.48442873675810705,0.5155712632418913
Blood,Two fraternal detectives wrestle with murder and morality in Nick Murphys crime drama Blood,0,pos,0.67182436855944,0.32817563144056133
Blood Father,The movie directed by JeanFranois Richet finds the grizzled loner of a hero fighting to protect his daughter,0,pos,0.9100984903585098,0.08990150964149118
Blood on the Mountain,This documentary about the industry in West Virginia is not well made but raises timely issues,0,pos,0.9120141629511513,0.08798583704884816
Blood Ransom,8220Blood Ransom8221 follows a beautiful vampireinthemaking as she goes on the run with a mortal man who loves her,0,pos,0.7398376152038064,0.2601623847961937
Blood Stripe,A former Marine returns home and battles with posttraumatic stress in this film,0,pos,0.8831173737675504,0.11688262623244933
Blue Like Jazz,A Baptist boy from Texas goes to a Northwestern liberal arts college in Blue Like Jazz an adaptation of Don Millers memoir,0,pos,0.9781671095925804,0.021832890407420893
Blue Valentine,Blue Valentine starring Ryan Gosling and Michelle Williams plays on time in examining love lost and found,0,pos,0.7226499211385455,0.27735007886145613
Bobby Fischer Against the World,Bobby Fischer Against the World documents the moment when Fischers brilliance at chess made him an international hero,0,pos,0.9568434112757674,0.043156588724233794
Body,A holiday romp for three women goes wrong in this new film from Dan Berk and Robert Olsen,0,pos,0.8074460884306739,0.19255391156932822
Bodyguard,In Bodyguard the Bollywood star Salman Khan flexes frequently and the audience goes wild,0,pos,0.892590418752008,0.10740958124799017
Bombay Velvet,Anurag Kashyap8217s movie about an evolving Bombay shows evidence of a changing Indian film scene,0,pos,0.9281380010012236,0.07186199899877395
Bonobos: Back to the Wild,This docudrama looks at the efforts of a conservationist named Claudine Andr who runs a bonobo sanctuary in the Democratic Republic of Congo,0,pos,0.9397650277776708,0.06023497222233086
Boo! A Madea Halloween,Mr Perrys most popular character is back again to crack wise and deliver advice in this comedy He plays some other people too,0,neg,0.43456883634061644,0.5654311636593832
Boone,A documentary observes life  births milking and vegetable picking  on a goat farm in Oregon,0,pos,0.8168906224573184,0.18310937754268608
Born and Bred,Justin Frimmers Born and Bred offers a vrit portrait of three young MexicanAmerican boxers in East Los Angeles,0,pos,0.8267072881036445,0.17329271189635445
Born in China,Disneynatures latest documentary visits remote parts of China to provide rare glimpses of young animals in the wild,0,pos,0.861190971976193,0.1388090280238069
Born to be Wild,Born to Be Wild 3D takes an abbreviated look at two women who are doing similar work with wild animals in different parts of the world,0,pos,0.6402971366298844,0.3597028633701169
Boulevard,Mr Williams plays a 60yearold bank officer in a passionless marriage whose life is shaken up by the company of a male hustler,0,pos,0.9632086579347043,0.03679134206529543
Bounty Killer,In Henry Saines dystopian Bounty Killer the superstars hunt whitecollar criminals,0,pos,0.647015418363215,0.3529845816367847
Bourek,Assorted characters on an island bicker and lounge against a backdrop of news reports heralding social and financial catastrophe,0,pos,0.8356237735357036,0.1643762264642984
Brad's Status,Mike Whites emptynest comedy starring Ben Stiller is both cringy and kindhearted,0,pos,0.9885331565163461,0.011466843483654558
Brand: A Second Coming,Russell Brand the subject of this documentary by Ondi Timoner champions global revolution and declares himself ready to lead it,0,pos,0.817067366243,0.18293263375700194
Branded,Divine intervention leads an ad man in Moscow to turn against his industry and battle the corporate world,0,pos,0.9990727271811712,0.0009272728188286815
Brave,The 3D animated film Brave has a female protagonist who finds independence outdoors and tradition indoors,0,pos,0.9288677597912705,0.07113224020872894
Break ke Baad,The Bollywood romantic comedy Break Ke Baad follows a young couple who face a rocky road to commitment,0,pos,0.9275892886800694,0.07241071131993007
Breaking a Monster,As three black seventhgraders from Brooklyn rise as potential music stars in this documentary they must face much more than the music,0,neg,0.4530974776714132,0.5469025223285872
Breaking and Entering,Posterity not fame or fortune motivates the worldrecord seekers in the documentary Breaking and Entering,0,pos,0.6082380626741987,0.39176193732580117
Breaking Point: The War for Democracy in Ukraine,The documentary directed by Mark Jonathan Harris and Oles Sanin looks at Russian aggression toward the country which is struggling to rebuild,0,pos,0.8402364108843792,0.1597635891156208
Breakup at a Wedding,In Breakup at a Wedding a bride gets cold feet but the couple decide to go through with the ceremony anyway,0,neg,0.49568966113588303,0.5043103388641184
Breathe,The disabilityrights pioneer Robin Cavendish is given an upbeat biopic in Breathe starring Andrew Garfield and Claire Foy,0,pos,0.9908325249657272,0.009167475034273268
Breathe,The disabilityrights pioneer Robin Cavendish is given an upbeat biopic in Breathe starring Andrew Garfield and Claire Foy,0,pos,0.9908325249657272,0.009167475034273268
Breathe,This movie by M233lanie Laurent conveys insight into the psychology of late adolescence when childhood fantasies can combust with adult sexuality,0,pos,0.9778015061287224,0.022198493871275517
Breathe,This movie by M233lanie Laurent conveys insight into the psychology of late adolescence when childhood fantasies can combust with adult sexuality,0,pos,0.9778015061287224,0.022198493871275517
Breathing,Breathing the first film directed by Karl Markovics follows a 19yearold who takes a job in the Vienna city morgue,0,pos,0.7134507459935702,0.28654925400642756
Brick Mansions,Brick Mansions directed by Camille Delamarre comes tantalizingly close to being a highimpact allegory of race class and real estate in a postindustrial newGilded Age America,0,pos,0.9982802275033987,0.001719772496599562
Bridget Jones's Baby,The latest film in this series revolves around the pregnancy of Ms Zellwegers character and the two dreamboats most likely to be the father,0,neg,0.30118380847905973,0.6988161915209408
Bridging the Gap,Curt Faudons Bridging the Gap chronicles the Vienna Boys Choirs crosscultural journeys,0,pos,0.9900040653580269,0.009995934641971327
Bright,David Ayers urban action film is a loud ungainly hybrid that does not serve police procedurals or fantasy spectaculars very well,0,neg,0.2620055430181072,0.7379944569818897
Brightest Star,The drama Brightest Star focuses on romantic relationships using a young man as the focus,0,pos,0.9443102505550639,0.055689749444937243
Broadway Idiot,The documentary Broadway Idiot observes the metamorphosis of American Idiot from record to stage show and of Billie Joe Armstrong from rock star to stage actor,0,pos,0.9709690199971983,0.029030980002797815
Broken City,The director Allen Hughes paints New York a darker shade of noir in Broken City which traces the moral education of a cop who has shot a man dead and is forced to turn in his badge,0,pos,0.9971008734109255,0.0028991265890716883
Broken Horses,Brotherly love and American cowboyfilm conventions are interpreted here by an Indian director in an Englishlanguage film,0,pos,0.979817799496739,0.02018220050326116
Bronx Gothic,A documentary revisits a harrowing solo performance piece that explores the sexual awakening of two girls in the Bronx,0,pos,0.9719727121856107,0.02802728781439151
Brooklyn's Finest,Brooklyns Finest burrows deep into the collective memory of generations of meaty emotional movies about New York City cops in trouble,0,pos,0.9205928323132726,0.07940716768672475
Brother Nature,Taran Killam and Bobby Moynihan of Saturday Night Live are among the cast in an unfunny comedy set in the woods,0,neg,0.47138164291646195,0.528618357083539
Brother's Justice,Dax Shepard in Brothers Justice tries to interest someone  anyone  in a martialarts movie,0,pos,0.5635439589237861,0.43645604107621333
Brothers...Blood Against Blood,This Bollywood movie directed by Karan Malhotra is dense with back story about two siblings who train for a mixed martial arts tournament,0,neg,0.13774453670859665,0.8622554632914025
Brush With Danger,In 8220Brush With Danger8221 the siblings Livi Zheng and Ken Zheng play sibling immigrants trying to make it in America through paintings and martial arts,0,neg,0.4781289932037064,0.5218710067962952
Bucky Larson: Born to Be a Star,Bucky Larson Born to Be a Star follows a dreamer who discovers a physical characteristic that helps make him an unlikely success in pornographic films,0,pos,0.6044767941082396,0.3955232058917594
Budrus,Julia Bachas Budrus looks at how one West Bank town took on the Israeli military,0,neg,0.32615968936281475,0.6738403106371852
Bullet To The Head,Walter Hills action film Bullet to the Head stars Sylvester Stallone as a contract killer in New Orleans,0,pos,0.6119005636918973,0.3880994363081015
Bullett Raja,Bullett Raja directed by Tigmanshu Dhulia bounces around but always keeps an eye on the object of its affection Raja Mish played by Saif Ali Khan,0,neg,0.16444799605383442,0.8355520039461675
Burden,A documentary looks at Chris Burden who had himself shot crucified and more all for the sake of his performance art,0,neg,0.4270498630730905,0.572950136926908
Buried,An terrorthriller set in Iraq stars Ryan Reynolds as a nonmilitary truck driver held for ransom,0,pos,0.9636871913553133,0.0363128086446847
Buried Prayers,An archaeological team excavates the field of a former death camp in Poland for the personal belongings of Holocaust victims in this documentary directed by Steven Meyer,0,pos,0.8060425755693179,0.19395742443068123
Burke and Hare,Burke  Hare a ghoulish comedy is a droll take on one of the most notorious massmurder cases of the 19th century,0,pos,0.996300193232628,0.0036998067673701695
Burlesque,In Burlesque Christina Aguilera walks into Chers Los Angeles club one of those atmospheric holes in the wall where dreams turn into realities,0,pos,0.5683357936399528,0.43166420636004826
Burn Country,A former assistant to a war journalist resettles in smalltown America where culture clashes turn mysterious and dangerous,0,pos,0.9852288895775505,0.014771110422450833
Burning Blue,In D M W Greers Burning Blue Navy fighter pilots become the focus of an investigation that exposes a homosexual affair,0,pos,0.6859589436320773,0.31404105636792334
Burnt,In John Wellss film a badboy restaurant star tries to make a new start with the help of Sienna Miller,0,pos,0.5515758343835695,0.44842416561643
Burying the Ex,A looming breakup doesn8217t go as planned in the first feature in six years from the director of the 8220Gremlins8221 movies and 8220The 8217Burbs8221,0,pos,0.8622137190074064,0.13778628099259274
Bushwick,Forget high rents and artisanal pizza This dystopian glimpse of a Brooklyn neighborhood features an army of snipers and storm troopers,0,pos,0.8918112859621534,0.10818871403785038
Busong,Auraeus Solitos Busong is a quiet story set in Palawan a tropical island paradise in the Philippines,0,pos,0.8312259871376524,0.16877401286234853
Buster's Mal Heart,Mr Malek of Mr Robot heads for the hills of Montana as a man fleeing a souldeadening job and the burdens of modern life,0,pos,0.9498971292977765,0.05010287070222405
By Sidney Lumet,The documentary began as a series of interviews shot in 2008 in which the director talks about his life and work,0,pos,0.650223657293061,0.3497763427069401
Café Society,This ambivalent return to 1930s Hollywood mostly rearranges the directors old themes But overall its an amusing little picture,0,pos,0.983479553457003,0.016520446542997766
Cake,Jennifer Aniston plays a woman recovering from a horrific accident in 8220Cake8221 a drama directed by Daniel Barnz,0,pos,0.6695935430557725,0.3304064569442279
California Typewriter,This documentary directed by Doug Nichol plumbs the depths of devotion to a machine whose day might appear to be over,0,neg,0.4308474765358328,0.5691525234641666
Call Me Lucky,Bobcat Goldthwait8217s documentary about his mentor chronicles the work he has done not only as a comic but also to rid the Internet of child pornography,0,pos,0.8956644027814498,0.10433559721855176
Camera Obscura,This horror movie the feature debut of the writerdirector Aaron B Koontz has good actors but too many motifs derived from other fright films,0,neg,0.2471629306093541,0.7528370693906444
Cameraman: The Life and Work of Jack Cardiff,The Oscarwinning career of Jack Cardiff a cinematographer for the Archers and others covered almost a century of the movies,0,pos,0.8156979817544618,0.18430201824553694
Can We Take a Joke?,In this onesided documentary comedians like Gilbert Gottfried and Lisa Lampanelli argue that people need to develop thicker skin,0,neg,0.2218676678393852,0.7781323321606163
"Can't Stop, Won't Stop: A Bad Boy Story",Daniel Kaufmans documentary covers a lot of Mr Combss history as it records preparations for Bad Boy reunion concerts in Brooklyn,0,pos,0.6541608630820235,0.3458391369179777
Canners,A documentary follows bottle and can collectors in New York as they toil to fill their carts for 30 or 40 a day,0,pos,0.8426326070271755,0.15736739297282593
Captain America: Civil War,Captain America Civil War does not in any way transcend the conventions of the genre On the contrary it succeeds because it doesnt really try,0,pos,0.9986101085143579,0.0013898914856432818
Captain America: The First Avenger,Captain America like its unapologetically corny hero is propelled by unpretentious and plucky ingenuity,0,pos,0.9972665398785422,0.0027334601214591757
Captain America: The Winter Soldier,Producers describe Captain America The Winter Soldier a sequel in the comicbookbased franchise as a blend of action film and political thriller,0,pos,0.9692308144805782,0.030769185519421576
Captain Underpants: The First Epic Movie,DreamWorks brings the book series to the screen riding the voices of Kevin Hart and Thomas Middleditch and a story featuring huge bathroom fixtures,0,pos,0.8961033545932041,0.10389664540679414
Carancho,After informing us that traffic accidents are the leading cause of death for Argentines under 35 Carancho introduces the bottom feeders who profit from vehicular tragedy,0,pos,0.9405179681775951,0.059482031822401304
Cardboard Boxer,Thomas Haden Church stars as a lonely skid row denizen whose life gains a new dimension after he finds a disheartened childs diary,0,pos,0.9853558100041557,0.014644189995842327
Carmel,Personal reminiscence and Israeli history are woven into a dense occasionally impenetrable cinematic poem in Amos Gitais film Carmel,0,pos,0.9950667660660738,0.004933233933925722
Carmen in 3D,Carmen in 3D brings a Royal Opera House performance to theatergoers willing to wear those glasses,0,pos,0.8974629647616265,0.10253703523837328
"Carmo, Hit the Road",Carmo Hit the Road ambles through some beautiful jungleandriver landscapes without really going anywhere,0,pos,0.9189684503008712,0.08103154969913104
Carrie,Bullied in the school gym the telekinetic teenager again wields her power in the remake of Carrie,0,pos,0.9773552897625536,0.022644710237446998
Cars 2,Mater the tow truck voiced by Larry the Cable Guy is front and center in Pixars new fourwheeled adventure,0,pos,0.9075094128188157,0.09249058718118333
Cartel Land,Matthew Heineman8217s ontheground film profiles leaders of two vigilante groups fighting drug gangs one in Arizona and the other in Michoac225n Mexico,0,pos,0.9250149542640091,0.07498504573599042
Cas & Dylan,The film follows a pair of mismatched travelers heading across Canada,0,pos,0.6501682787214531,0.3498317212785487
Casa Grande,This Brazilian film charts a teenage boys journey from selfentitlement to a painful understanding of class privilege,0,neg,0.16790549524730156,0.8320945047526989
Case 39,Rene Zellweger and Bradley Cooper star in Christian Alvarts thriller the latest entry in the demonchild genre,0,neg,0.04738660907727089,0.95261339092273
Casino Jack,Casino Jack starring Kevin Spacey tells the story of Jack Abramoff,0,pos,0.8317013720960615,0.1682986279039395
Cassadaga,Cassadaga set in a Florida town that is a hub for psychics centers on a deaf artist looking for solace after her sisters death,0,pos,0.9630709339580447,0.03692906604195404
Casting JonBenet,In a conceptual exercise actors audition for roles in the celebrated case as a way of showing how people are still preoccupied by it,0,neg,0.2206795719040929,0.7793204280959063
Cat Run,Cat Run a puerile violent comedy directed by John Stockwell is an incoherent buddy movie that features severed body parts and naked prostitutes,0,neg,0.2853884021699597,0.7146115978300434
Caterpillar,A woman faces her husband just returned from the SinoJapanese wars limbless and deaf,0,pos,0.7959834683385881,0.20401653166141198
Catfish,Henry Joost and Ariel Shulmans documentary the other Facebook movie explores the consequences of social networking,0,pos,0.989020676432356,0.010979323567643078
Cats & Dogs: Revenge of Kitty Galore,Cats  Dogs The Revenge of Kitty Galore is a spyandactionfilm pastiche that charms less than its predecessor Cats  Dogs 2001,0,pos,0.7946612197246407,0.20533878027535482
Caught in the Web,A woman whose chance behavior goes viral online discovers the consequences when shes subject to cyberbullying in Caught in the Web a Chinese film directed by Chen Kaige,0,pos,0.9901264873781392,0.009873512621864974
CBGB,CBGB is an elegy to that defunct nightclub in the East Village and its owner and presiding spirit Hillel Kristal,0,pos,0.9712210656837422,0.02877893431626055
Cell,This film dated despondent and pretty much a disaster plays like a series of nods to other science fictionhorror hybrids,0,neg,0.47545417209566804,0.5245458279043337
Censored Voices,In a film by Mor Loushy Amos Oz and Avraham Shapira revisit talks they recorded with Israeli soldiers returning from the conflict in 1967,0,pos,0.921688905597505,0.07831109440249426
Central Intelligence,This espionage comedy which also stars Dwayne Johnson accomplishes its mission of being aggressively juvenile,0,pos,0.5359057445213604,0.4640942554786386
Certain Women,Kelly Reichardts film centers on a collection of women in a small town and their individual tensions sorrow and longing,0,pos,0.9586168369421093,0.04138316305788897
Cesar Chavez,Diego Lunas Cesar Chavez reconstructs the emergence of the United Farm Workers organization in the 1960s and focuses on the movements leader who died in 1993,0,pos,0.9945489114638569,0.005451088536140359
Cezanne and I,A new film offers an intimate searching portrait of the turbulent friendship between the writer and the painter,0,pos,0.9930608140221886,0.006939185977809818
Champs,This documentary by Bert Marcus assesses boxing through three success stories,0,pos,0.9007505241833057,0.09924947581669429
Chander Pahar,Chander Pahar centers on a Bengali boy who sets out in search of gold and diamond mines and confronts a cave monster,0,neg,0.43577953575826545,0.5642204642417353
Change of Plans,Change of Plans gathers 11 people and throws them into a bouillabaisse of domestic and romantic complication,0,neg,0.11052046916858063,0.8894795308314191
Chappie,The latest film from the director of 8220District 98221 and 8220Elysium8221 is set in the usual bummer future and wavers uncertainly between laughter and tears,0,neg,0.38201862006110837,0.6179813799388896
Charlie St. Cloud,In a melodrama touched by the supernatural Zac Efron cares for his dead younger brother,0,pos,0.5939033645438144,0.40609663545618385
Charlotte Rampling: The Look,A documentary portrait of the enigmatic Charlotte Rampling with her scattered observations on her films and life love and death,0,pos,0.9821293991926675,0.0178706008073316
Chasing Mavericks,In Chasing Mavericks Gerard Butler takes a young surfer under his wing to tutor him in the ways of a famed California surf break,0,pos,0.9915266257051537,0.00847337429485052
